,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end,doi_1,doi_2,ba_fnd_r,ba_fdt_r,ba_fdt_y,ba_fdt_o
165,2772,1,2007-06-01,200.0,4A,492146.0,0.0,0.0,492146.0,7879478.13,11088202.15,492146.0,492146.0,2000000.0,2007,2007.0,10.0
166,1643,0,2012-12-28,400.0,未参评,305000.0,0.0,0.0,305000.0,5174737.46,7570625.97,305000.0,305000.0,4000000.0,2012,2012.0,5.0
167,3089,1,2010-06-12,400.0,3A,2000000.0,0.0,2000000.0,0.0,4685651.4,4685651.4,2000000.0,2000000.0,4000000.0,2010,2010.0,7.0
168,2264,0,2011-12-01,400.0,3A,0.0,0.0,0.0,0.0,13277906.74,13341827.34,0.0,0.0,4000000.0,2011,2011.0,6.0
169,2998,1,2006-10-08,200.0,4A,3429937.4,0.0,0.0,3429937.4,10477803.99,10480562.82,3429937.4,3429937.4,2000000.0,2006,2006.0,11.0
170,3028,1,2009-07-29,200.0,4A,191567.1,0.0,191567.1,0.0,10588590.41,10588590.41,191567.1,191567.1,2000000.0,2009,2009.0,8.0
171,3802,1,2014-04-29,200.0,未参评,0.0,200000.0,0.0,200000.0,2023000.0,2023000.0,200000.0,200000.0,2000000.0,2014,2014.0,3.0
172,315,1,2011-07-18,200.0,未参评,0.0,0.0,0.0,0.0,2204978.46,2294035.41,0.0,0.0,2000000.0,2011,2011.0,6.0
173,116,1,2010年02月09日,300.0,未参评,2382196.8,0.0,0.0,2382196.8,30355245.13,32620741.04,2382196.8,2382196.8,3000000.0,2010,2010.0,7.0
174,1088,0,2009-07-27,400.0,4A,811471.75,1472900.0,743511.56,1540860.19,4469877.35,4469877.35,2284371.75,2284371.75,4000000.0,2009,2009.0,8.0
175,2925,0,2012-07-10,592.0,未参评,200000.0,0.0,200000.0,0.0,6383642.18,7769942.18,200000.0,200000.0,5920000.0,2012,2012.0,5.0
176,2218,1,2009-12-03,200.0,未参评,5020925.04,0.0,4000000.0,1020925.04,10854079.17,10854079.17,5020925.04,5020925.04,2000000.0,2009,2009.0,8.0
177,2977,0,2008-06-30,630.0,3A,450200.0,0.0,450200.0,0.0,13989060.11,13989085.25,450200.0,450200.0,6300000.0,2008,2008.0,9.0
178,1054,0,2006-03-02,1600.0,5A,26034672.18,0.0,26024870.18,9802.0,59460244.89,59460244.89,26034672.18,26034672.18,16000000.0,2006,2006.0,11.0
179,4488,1,2015年06月03日,500.0,未参评,1000000.0,0.0,200000.0,800000.0,5272346.49,5272346.49,1000000.0,1000000.0,5000000.0,2015,2015.0,2.0
180,3544,1,2013年08月09日,200.0,未参评,7029495.88,0.0,4301195.88,76000.0,2346528.97,4228853.69,4377195.88,7029495.88,2000000.0,2013,2013.0,4.0
181,698,1,2012-05-09,2000.0,3A,49886887.41,105683.93,32231708.88,17760862.46,94518612.39,94558612.39,49992571.34,49992571.339999996,20000000.0,2012,2012.0,5.0
182,47,1,2013年12月10日,200.0,未参评,2700000.0,0.0,0.0,2700000.0,5088973.22,5138973.22,2700000.0,2700000.0,2000000.0,2013,2013.0,4.0
183,3276,0,2012-10-25,400.0,未参评,319950.0,0.0,0.0,319950.0,4474932.87,5020790.07,319950.0,319950.0,4000000.0,2012,2012.0,5.0
184,134,1,2008年10月22日,200.0,未参评,0.0,50000.0,0.0,50000.0,2175920.09,2177920.09,50000.0,50000.0,2000000.0,2008,2008.0,9.0
185,4810,1,2015年11月25日,200.0,未参评,979714.0,0.0,0.0,979714.0,2930146.34,2930146.34,979714.0,979714.0,2000000.0,2015,2015.0,2.0
186,468,1,2007-03-01,5000.0,3A,0.0,0.0,0.0,0.0,53162954.94,53178859.7,0.0,0.0,50000000.0,2007,2007.0,10.0
187,1638,0,1995-03-06,400.0,5A,4276545.33,5595393.4,9461938.73,410000.0,29713992.88,29912753.21,9871938.73,9871938.73,4000000.0,1995,1995.0,22.0
188,1107,1,2007-02-06,200.0,4A,0.0,0.0,0.0,0.0,2085986.01,2085986.01,0.0,0.0,2000000.0,2007,2007.0,10.0
189,2682,0,2005-11-28,400.0,未参评,2098409.5,0.0,1348409.5,750000.0,131110716.76,131510716.76,2098409.5,2098409.5,4000000.0,2005,2005.0,12.0
190,2687,1,2012-02-16,220.0,3A,5455101.8,0.0,0.0,5455101.8,16713995.41,16714115.41,5455101.8,5455101.8,2200000.0,2012,2012.0,5.0
191,4267,0,2014-12-15,400.0,未参评,4500.0,5308806.0,5308806.0,4500.0,4017843.77,4017843.77,5313306.0,5313306.0,4000000.0,2014,2014.0,3.0
192,290,0,2009-12-15,400.0,未参评,1276000.0,0.0,0.0,1276000.0,4119121.62,4192121.62,1276000.0,1276000.0,4000000.0,2009,2009.0,8.0
193,4591,1,2015年07月24日,200.0,未参评,500000.0,0.0,89.8,500000.0,2204417.98,2204417.98,500089.8,500000.0,2000000.0,2015,2015.0,2.0
194,3792,1,2014-04-14,5000.0,未参评,12988663.79,0.0,0.0,12988663.79,58537754.1,59386473.55,12988663.79,12988663.79,50000000.0,2014,2014.0,3.0
195,118,0,2007年12月28日,400.0,未参评,582760.0,0.0,0.0,582760.7,13633789.44,13633789.44,582760.7,582760.0,4000000.0,2007,2007.0,10.0
196,1637,0,2010-12-28,400.0,5A,3857564.5,68816.26,0.0,3926380.76,10436138.37,10436138.37,3926380.76,3926380.76,4000000.0,2010,2010.0,7.0
197,1822,0,1998-07-28,400.0,未参评,1000000.0,0.0,0.0,1000000.0,16311792.33,16327881.82,1000000.0,1000000.0,4000000.0,1998,1998.0,19.0
198,3202,0,2006-09-15,400.0,--,18964.0,0.0,2964.0,16000.0,3768869.77,3824919.77,18964.0,18964.0,4000000.0,2006,2006.0,11.0
199,4906,1,2015-12-25,206.66,未参评,7804424.0,0.0,0.0,7804424.0,9572563.78,9796142.78,7804424.0,7804424.0,2066600.0,2015,2015.0,2.0
200,5059,1,2016年07月27日,200.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2016,2016.0,1.0
201,1055,0,2004-09-03,400.0,未参评,962207.53,0.0,784207.53,178000.0,20206082.29,20223420.39,962207.53,962207.53,4000000.0,2004,2004.0,13.0
202,1077,1,2007-09-28,200.0,3A,0.0,0.0,0.0,0.0,3722139.26,3722139.26,0.0,0.0,2000000.0,2007,2007.0,10.0
203,4942,1,2016年03月18日,500.0,--,5511035.4,0.0,511035.4,5000000.0,4896138.26,4897281.12,5511035.4,5511035.4,5000000.0,2016,2016.0,1.0
204,3450,1,2008-11-27,200.0,1A,160000.0,0.0,0.0,160000.0,2040675.34,2040675.34,160000.0,160000.0,2000000.0,2008,2008.0,9.0
205,3947,0,2014-08-05,400.0,未参评,90135.6,0.0,90135.6,0.0,4014064.81,4014064.81,90135.6,90135.6,4000000.0,2014,2014.0,3.0
206,4666,1,2015-08-18,200.0,未参评,61000.0,0.0,0.0,61000.0,1670260.15,1670260.15,61000.0,61000.0,2000000.0,2015,2015.0,2.0
207,3,1,2008-09-04,5000.0,3A,89024446.1,0.0,9024026.1,80000420.0,201413750.05,201419750.05,89024446.1,89024446.1,50000000.0,2008,2008.0,9.0
208,3421,0,2007-06-27,400.0,4A,2101888.6,0.0,1000000.0,1101888.6,5016042.34,5021228.64,2101888.6,2101888.6,4000000.0,2007,2007.0,10.0
209,4900,1,2015年12月29日,200.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2015,2015.0,2.0
210,3931,1,2014-07-25,200.0,未参评,511517.7,0.0,0.0,511517.7,2195087.8,2195087.8,511517.7,511517.7,2000000.0,2014,2014.0,3.0
211,138,0,2001年10月23日,5000.0,5A,4203000.0,0.0,0.0,4203000.0,92503473.3,92612731.3,4203000.0,4203000.0,50000000.0,2001,2001.0,16.0
212,2689,1,2013-08-05,200.0,未参评,0.0,0.0,0.0,0.0,2181632.09,2195823.69,0.0,0.0,2000000.0,2013,2013.0,4.0
213,2245,1,2007-08-25,1000.0,未参评,0.0,0.0,0.0,0.0,79056592.01,79140928.2,0.0,0.0,10000000.0,2007,2007.0,10.0
214,298,1,2011-04-13,500.0,3A,0.0,0.0,0.0,0.0,15189297.59,15189297.59,0.0,0.0,5000000.0,2011,2011.0,6.0
215,2299,1,2013-05-13,200.0,未参评,0.0,0.0,0.0,0.0,1282051.54,1282051.54,0.0,0.0,2000000.0,2013,2013.0,4.0
216,37,1,2012年07月10日,200.0,未参评,894833.5,0.0,884833.5,10000.0,3286086.88,3286086.88,894833.5,894833.5,2000000.0,2012,2012.0,5.0
217,3650,0,2014-01-09,400.0,--,383132.27,0.0,0.0,383132.27,3568789.09,4021850.02,383132.27,383132.27,4000000.0,2014,2014.0,3.0
218,4306,0,2015-01-30,1500.0,未参评,180000.0,0.0,0.0,180000.0,19156700.4,19156700.4,180000.0,180000.0,15000000.0,2015,2015.0,2.0
219,5230,1,2016年10月20日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2009431.1,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
220,4573,1,2015年07月17日,1011.0,未参评,2370320.0,0.0,0.0,2370320.0,12369643.22,12423416.27,2370320.0,2370320.0,10110000.0,2015,2015.0,2.0
221,2185,1,2008-11-12,380.0,未参评,0.0,0.0,0.0,0.0,11911224.12,13111224.12,0.0,0.0,3800000.0,2008,2008.0,9.0
222,4292,1,2015年01月25日,200.0,未参评,0.0,0.0,0.0,0.0,1915688.87,1915688.87,0.0,0.0,2000000.0,2015,2015.0,2.0
223,2923,0,2010-04-01,400.0,未参评,4083929.1,0.0,4083929.1,0.0,11605746.15,11605746.15,4083929.1,4083929.1,4000000.0,2010,2010.0,7.0
224,690,1,2010-01-11,2000.0,4A,43021598.77,0.0,16387381.86,26634216.91,174811224.98,174812331.65,43021598.769999996,43021598.77,20000000.0,2010,2010.0,7.0
225,3009,1,2012-01-04,500.0,未参评,1610130.2,0.0,1314520.2,295610.0,7548325.98,10168325.98,1610130.2,1610130.2,5000000.0,2012,2012.0,5.0
226,3719,0,2014-02-27,400.0,未参评,102200.0,0.0,0.0,102200.0,4910896.33,4912828.35,102200.0,102200.0,4000000.0,2014,2014.0,3.0
227,223,0,2008-10-30,800.0,3A,2365210.0,1282122.0,0.0,3647332.0,14232274.5,14095148.8,3647332.0,3647332.0,8000000.0,2008,2008.0,9.0
228,2924,1,2012-07-10,2000.0,未参评,2911206.0,8800000.0,1013456.0,10697750.0,20964343.61,21066625.5,11711206.0,11711206.0,20000000.0,2012,2012.0,5.0
229,1101,0,1997-08-20,400.0,5A,7369268.39,0.0,7090590.01,278678.38,15008854.57,15008854.57,7369268.39,7369268.39,4000000.0,1997,1997.0,20.0
230,2123,1,2010-01-25,400.0,未参评,0.0,0.0,0.0,0.0,37861273.75,37861273.75,0.0,0.0,4000000.0,2010,2010.0,7.0
231,2476,0,2006-04-07,400.0,未参评,150000.0,0.0,0.0,150000.0,34248011.39,35189341.07,150000.0,150000.0,4000000.0,2006,2006.0,11.0
232,3212,0,1995-04-04,710.0,3A,50000.0,0.0,0.0,50000.0,17807231.88,17807231.88,50000.0,50000.0,7100000.0,1995,1995.0,22.0
233,5127,1,2016年08月16日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
234,2313,0,2011-06-01,400.0,3A,3100000.0,0.0,0.0,3100000.0,13331243.01,22332381.21,3100000.0,3100000.0,4000000.0,2011,2011.0,6.0
235,347,0,1988-06-25,400.0,4A,3532000.0,0.0,0.0,3532000.0,13091083.83,15451402.68,3532000.0,3532000.0,4000000.0,1988,1988.0,29.0
236,1189,1,2011-01-24,5000.0,4A,27651485.66,0.0,16258316.67,11393168.99,74239905.09,74622039.91,27651485.66,27651485.66,50000000.0,2011,2011.0,6.0
237,1808,0,2003-12-08,400.0,--,203404.61,8819.6,212224.21,0.0,35497975.2,35882875.2,212224.21,212224.21,4000000.0,2003,2003.0,14.0
238,1636,0,2009-04-22,800.0,5A,50750000.0,0.0,0.0,50750000.0,172503290.16,172503290.16,50750000.0,50750000.0,8000000.0,2009,2009.0,8.0
239,1404,0,2013-11-15,400.0,未参评,324420.0,0.0,0.0,324420.0,11283151.15,11284038.25,324420.0,324420.0,4000000.0,2013,2013.0,4.0
240,2926,0,2011-11-24,800.0,4A,0.0,0.0,0.0,0.0,8024062.41,8358262.41,0.0,0.0,8000000.0,2011,2011.0,6.0
241,130,1,2008年07月31日,244.0,4A,12078575.0,0.0,7078575.0,5000000.0,18657561.91,18790536.91,12078575.0,12078575.0,2440000.0,2008,2008.0,9.0
242,402,1,2013-06-08,200.0,未参评,1803721.77,0.0,17071.49,1786650.28,5840682.73,5840682.73,1803721.77,1803721.77,2000000.0,2013,2013.0,4.0
243,5235,1,2016-02-02,400.0,--,4000000.0,0.0,4000000.0,0.0,3893381.04,3962349.29,4000000.0,4000000.0,4000000.0,2016,2016.0,1.0
244,2963,0,2012-03-05,400.0,4A,328226.76,0.0,328226.76,0.0,14572512.48,14572512.48,328226.76,328226.76,4000000.0,2012,2012.0,5.0
245,1180,0,2001-02-14,546.0,未参评,6083600.0,750000.0,6833600.0,0.0,23787849.46,24477628.15,6833600.0,6833600.0,5460000.0,2001,2001.0,16.0
246,2056,1,2005-06-13,500.0,4A,328500.0,0.0,0.0,328500.0,17594498.98,17623865.84,328500.0,328500.0,5000000.0,2005,2005.0,12.0
247,2069,0,2011-05-31,400.0,5A,16256.76,0.0,0.0,16256.76,4306978.52,4429250.52,16256.76,16256.76,4000000.0,2011,2011.0,6.0
248,2691,1,2012-12-21,200.0,未参评,0.0,0.0,0.0,0.0,1882434.0,1939816.0,0.0,0.0,2000000.0,2012,2012.0,5.0
249,2293,0,1995-06-22,400.0,未参评,5397665.34,0.0,5397665.34,0.0,16689015.92,17042622.12,5397665.34,5397665.34,4000000.0,1995,1995.0,22.0
250,4966,1,2016年04月28日,200.0,--,2275000.0,0.0,0.0,2275000.0,2041385.56,2041385.56,2275000.0,2275000.0,2000000.0,2016,2016.0,1.0
251,5058,1,2016年07月27日,500.0,--,5000000.0,0.0,0.0,5000000.0,5004557.21,5004557.21,5000000.0,5000000.0,5000000.0,2016,2016.0,1.0
252,3219,1,2010-01-06,200.0,3A,140000.0,0.0,0.0,140000.0,2000693.71,2100693.71,140000.0,140000.0,2000000.0,2010,2010.0,7.0
253,3333,0,1988-08-17,495.0,5A,14219495.01,0.0,14219495.01,0.0,26955307.86,27307900.45,14219495.01,14219495.01,4950000.0,1988,1988.0,29.0
254,2204,1,2012-12-11,200.0,未参评,6808200.0,0.0,6808200.0,0.0,8028886.89,8031311.89,6808200.0,6808200.0,2000000.0,2012,2012.0,5.0
255,2318,1,2010-12-15,1000.0,3A,630.0,0.0,0.0,630.0,16154430.67,19370590.91,630.0,630.0,10000000.0,2010,2010.0,7.0
256,99,1,2008年10月09日,200.0,4A,8326826.53,0.0,0.0,8326826.53,33991248.59,34115834.56,8326826.53,8326826.53,2000000.0,2008,2008.0,9.0
257,2672,1,2012-01-10,200.0,未参评,27000.0,0.0,27000.0,0.0,3867032.26,3867032.26,27000.0,27000.0,2000000.0,2012,2012.0,5.0
258,88,1,2004年05月28日,200.0,未参评,1807690.0,0.0,0.0,1807690.0,8270921.58,8345921.58,1807690.0,1807690.0,2000000.0,2004,2004.0,13.0
259,1179,0,1995-11-01,460.0,未参评,0.0,0.0,0.0,0.0,4021241.33,4119241.33,0.0,0.0,4600000.0,1995,1995.0,22.0
260,4187,0,2014-07-07,400.0,未参评,1840590.0,0.0,0.0,1840590.0,4976883.86,4976883.86,1840590.0,1840590.0,4000000.0,2014,2014.0,3.0
261,2872,0,2012-12-20,400.0,未参评,202900.0,0.0,202900.0,0.0,17130438.76,17155438.76,202900.0,202900.0,4000000.0,2012,2012.0,5.0
264,3267,0,2007-09-18,400.0,未参评,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,2007,2007.0,10.0
265,2829,1,2007-03-07,200.0,未参评,125000.0,0.0,0.0,125000.0,2003113.86,2003113.86,125000.0,125000.0,2000000.0,2007,2007.0,10.0
266,265,0,1995-10-25,1850.0,--,890974.22,0.0,0.0,890974.22,35615950.72,42796670.42,890974.22,890974.22,18500000.0,1995,1995.0,22.0
267,946,1,1993-03-15,200.0,2A,232000.0,0.0,0.0,232000.0,9597886.19,9598288.71,232000.0,232000.0,2000000.0,1993,1993.0,24.0
268,2701,0,1990-11-01,400.0,3A,360673.58,0.0,0.0,360673.58,8362751.64,9876372.34,360673.58,360673.58,4000000.0,1990,1990.0,27.0
269,4433,1,2015年04月30日,200.0,未参评,10784606.56,0.0,10357060.1,427546.46,7627992.57,7657495.89,10784606.56,10784606.56,2000000.0,2015,2015.0,2.0
270,563,1,1995-07-04,2000.0,5A,570496650.7,0.0,569607553.57,889097.13,4442669312.35,4447449592.06,570496650.7,570496650.7,20000000.0,1995,1995.0,22.0
271,2292,0,1985-06-08,400.0,5A,9507812.64,2729825.98,9038884.0,3198754.62,22154717.9,23914657.9,12237638.620000001,12237638.620000001,4000000.0,1985,1985.0,32.0
272,4166,1,2014年12月22日,200.0,未参评,253000.0,0.0,0.0,253000.0,3141818.93,5141818.93,253000.0,253000.0,2000000.0,2014,2014.0,3.0
273,2049,0,2012-09-10,400.0,未参评,0.0,300000.0,0.0,300000.0,4244247.36,4249247.36,300000.0,300000.0,4000000.0,2012,2012.0,5.0
274,111,1,2011年12月14日,200.0,未参评,446095.0,0.0,0.0,446095.0,2118025.02,2124665.2,446095.0,446095.0,2000000.0,2011,2011.0,6.0
275,876,0,2006-01-16,400.0,2A,27971818.22,4855504.5,32496522.72,330800.0,44354299.22,45073920.84,32827322.72,32827322.72,4000000.0,2006,2006.0,11.0
276,3416,0,2006-05-08,400.0,3A,3097323.5,0.0,300511.0,2796812.5,7589778.23,7589778.23,3097323.5,3097323.5,4000000.0,2006,2006.0,11.0
277,964,0,2009-06-26,400.0,4A,2250.0,0.0,0.0,2250.0,5019174.27,5349474.27,2250.0,2250.0,4000000.0,2009,2009.0,8.0
278,2082,0,2008-08-25,400.0,未参评,550494.2,0.0,0.0,550494.2,8923290.53,9252399.53,550494.2,550494.2,4000000.0,2008,2008.0,9.0
279,4260,1,2014-12-12,200.0,--,0.0,0.0,0.0,0.0,2815589.41,2815589.41,0.0,0.0,2000000.0,2014,2014.0,3.0
280,2742,1,2008-05-06,200.0,3A,0.0,0.0,0.0,0.0,2475931.22,2775931.22,0.0,0.0,2000000.0,2008,2008.0,9.0
281,3042,0,2009-12-17,400.0,3A,0.0,2827014.5,0.0,2827014.5,7322826.58,7322826.58,2827014.5,2827014.5,4000000.0,2009,2009.0,8.0
282,5202,1,2016年09月22日,200.0,--,0.0,0.0,0.0,2001620.0,2000481.64,2000481.64,2001620.0,0.0,2000000.0,2016,2016.0,1.0
283,2033,0,2008-01-08,400.0,3A,1323564.32,1181842.0,2464982.0,40424.32,8043808.26,8043808.26,2505406.32,2505406.3200000003,4000000.0,2008,2008.0,9.0
284,272,0,1988-09-01,800.0,1A,5851714.39,0.0,0.0,5851714.39,3088889.69,8966219.35,5851714.39,5851714.39,8000000.0,1988,1988.0,29.0
285,2753,0,1995-08-01,400.0,未参评,81645.0,1100000.0,0.0,1181645.0,13647439.8,13677439.8,1181645.0,1181645.0,4000000.0,1995,1995.0,22.0
286,4902,1,2015年12月29日,200.0,--,4521100.0,0.0,0.0,4521100.0,5234766.25,5234766.25,4521100.0,4521100.0,2000000.0,2015,2015.0,2.0
287,1825,1,2012-02-03,200.0,未参评,11304989.9,0.0,8684989.9,2620000.0,21730215.66,22182529.66,11304989.9,11304989.9,2000000.0,2012,2012.0,5.0
288,1617,0,2009-08-18,400.0,5A,3662440.0,0.0,0.0,3662440.0,5062511.32,5062523.59,3662440.0,3662440.0,4000000.0,2009,2009.0,8.0
289,10,1,2011年01月28日,400.0,未参评,350000.0,0.0,0.0,0.0,4002988.34,4002988.34,0.0,350000.0,4000000.0,2011,2011.0,6.0
290,1815,0,1990-05-08,400.0,2A,11440900.0,0.0,0.0,11440900.0,20186787.63,21516787.63,11440900.0,11440900.0,4000000.0,1990,1990.0,27.0
291,4419,1,2015年04月23日,10000.0,未参评,263000.0,0.0,0.0,263000.0,84964190.36,84977190.36,263000.0,263000.0,100000000.0,2015,2015.0,2.0
292,2366,0,2013-12-05,400.0,5A,0.0,0.0,0.0,0.0,7538126.51,7538126.51,0.0,0.0,4000000.0,2013,2013.0,4.0
293,1340,1,2013-07-29,200.0,未参评,600000.0,0.0,0.0,600000.0,2088547.89,2088547.89,600000.0,600000.0,2000000.0,2013,2013.0,4.0
294,3102,1,2012-05-10,600.0,未参评,508050.23,0.0,0.0,508050.23,7111305.81,7112041.31,508050.23,508050.23,6000000.0,2012,2012.0,5.0
295,341,0,2009-10-27,470.6,2A,3060455.0,0.0,3054725.0,5730.0,20177845.05,20194264.75,3060455.0,3060455.0,4706000.0,2009,2009.0,8.0
296,5636,1,2016-10-11,200.0,--,1183980.0,0.0,0.0,1183980.0,2360547.11,2360547.11,1183980.0,1183980.0,2000000.0,2016,2016.0,1.0
297,84,1,2006年04月27日,240.0,未参评,198582.0,0.0,0.0,198582.0,6486406.52,6486406.52,198582.0,198582.0,2400000.0,2006,2006.0,11.0
298,247,0,1986-05-15,800.0,1A,3000.0,9679500.0,9682500.0,0.0,10911191.49,11024260.93,9682500.0,9682500.0,8000000.0,1986,1986.0,31.0
299,891,0,2009-03-03,400.0,3A,0.0,53650000.0,0.0,53650000.0,4137666.0,4138066.0,53650000.0,53650000.0,4000000.0,2009,2009.0,8.0
300,3205,1,2011-06-15,50000.0,4A,2386100.0,0.0,2386100.0,0.0,2819160681.13,2819160681.13,2386100.0,2386100.0,500000000.0,2011,2011.0,6.0
301,4428,1,2015年04月28日,300.0,未参评,5000.01,0.0,0.0,5000.01,4354239.63,4354239.63,5000.01,5000.01,3000000.0,2015,2015.0,2.0
302,2922,0,2011-11-09,400.0,未参评,3100000.0,0.0,0.0,3100000.0,11821541.93,11821541.93,3100000.0,3100000.0,4000000.0,2011,2011.0,6.0
303,4770,0,2015-10-19,400.0,--,1311606.27,348000.0,0.0,1659606.27,4785039.8,4785039.8,1659606.27,1659606.27,4000000.0,2015,2015.0,2.0
304,65,1,1992年12月21日,210.0,未参评,0.0,0.0,955000.0,0.0,6465030.84,6465030.84,955000.0,0.0,2100000.0,1992,1992.0,25.0
305,4498,1,2015年06月04日,200.0,未参评,1166783.38,252612.5,1117828.8,301567.08,2151671.87,2176424.17,1419395.8800000001,1419395.88,2000000.0,2015,2015.0,2.0
306,1176,0,2005-11-28,400.0,3A,0.0,500000.0,0.0,500000.0,31515173.97,34491617.42,500000.0,500000.0,4000000.0,2005,2005.0,12.0
307,1089,1,2008-06-26,200.0,3A,0.0,0.0,0.0,0.0,1941980.22,1941980.22,0.0,0.0,2000000.0,2008,2008.0,9.0
308,1068,1,2007-11-22,200.0,3A,1665000.0,0.0,540000.0,1125000.0,125017486.39,125018186.39,1665000.0,1665000.0,2000000.0,2007,2007.0,10.0
309,2231,1,2012-12-24,200.0,未参评,8935152.23,0.0,6302709.89,2632442.34,28350960.86,28364494.87,8935152.23,8935152.23,2000000.0,2012,2012.0,5.0
310,5676,1,2012-12-18,200.0,--,2875878.8,0.0,2829832.8,46046.0,18627719.88,18638719.88,2875878.8,2875878.8,2000000.0,2012,2012.0,5.0
311,3222,0,2010-09-28,400.0,4A,0.0,0.0,0.0,0.0,5523791.43,6713266.88,0.0,0.0,4000000.0,2010,2010.0,7.0
312,2984,0,2009-08-05,400.0,5A,1675000.0,0.0,1050000.0,625000.0,4965267.77,4965267.77,1675000.0,1675000.0,4000000.0,2009,2009.0,8.0
313,3201,1,2011-01-04,500.0,--,8000000.0,0.0,0.0,8000000.0,6319738.02,7350657.89,8000000.0,8000000.0,5000000.0,2011,2011.0,6.0
314,263,1,2009-07-13,10000.0,3A,38000000.0,0.0,0.0,38000000.0,101981176.01,101981176.01,38000000.0,38000000.0,100000000.0,2009,2009.0,8.0
315,2291,1,2013-05-13,2000.0,未参评,20000000.0,0.0,0.0,20000000.0,77554778.65,77633718.61,20000000.0,20000000.0,20000000.0,2013,2013.0,4.0
316,411,1,2009-10-30,1000.0,未参评,477280.0,9660000.0,0.0,10137280.0,35386003.87,35386003.87,10137280.0,10137280.0,10000000.0,2009,2009.0,8.0
317,1848,0,2004-04-16,400.0,未参评,641000.0,0.0,0.0,641000.0,8304545.44,8304545.44,641000.0,641000.0,4000000.0,2004,2004.0,13.0
318,191,0,1993-06-01,4000.0,3A,14961850.0,0.0,10800000.0,4161850.0,141963405.54,141967581.26,14961850.0,14961850.0,40000000.0,1993,1993.0,24.0
319,4579,1,2015-07-09,500.0,未参评,18100000.0,0.0,0.0,18100000.0,856916.38,859911.38,18100000.0,18100000.0,5000000.0,2015,2015.0,2.0
320,413,0,2008-03-24,400.0,未参评,386219.52,0.0,251594.51,134625.01,4139303.47,4289498.97,386219.52,386219.52,4000000.0,2008,2008.0,9.0
321,2140,0,2010-04-12,400.0,未参评,2450010.3,245420.0,1365442.64,1329987.66,4038286.61,4055856.99,2695430.3,2695430.3,4000000.0,2010,2010.0,7.0
322,3909,0,2014年07月21日,700.0,未参评,2347631.03,0.0,720000.0,1627631.03,10148730.54,10148730.54,2347631.0300000003,2347631.03,7000000.0,2014,2014.0,3.0
323,5550,1,2016-12-19,200.0,--,0.0,0.0,0.0,0.0,2000000.0,2000000.0,0.0,0.0,2000000.0,2016,2016.0,1.0
324,2791,1,2007-09-05,200.0,未参评,70000.0,0.0,0.0,70000.0,5057298.61,5057298.61,70000.0,70000.0,2000000.0,2007,2007.0,10.0
325,177,1,2012-10-30,5000.0,未参评,6103084.0,5000000.0,101484.0,11001600.0,55473305.57,55500897.92,11103084.0,11103084.0,50000000.0,2012,2012.0,5.0
326,3100,0,2011-08-18,400.0,未参评,500000.0,0.0,500000.0,0.0,13385324.72,13385324.72,500000.0,500000.0,4000000.0,2011,2011.0,6.0
327,2983,0,1991-05-01,400.0,5A,172066886.22,0.0,171523886.22,543000.0,36018666.8,36423777.99,172066886.22,172066886.22,4000000.0,1991,1991.0,26.0
328,4180,0,2014-07-31,400.0,未参评,101000.0,0.0,0.0,101000.0,4023008.8,4023008.8,101000.0,101000.0,4000000.0,2014,2014.0,3.0
329,5893,0,2015-04-30,400.0,--,1170000.0,8000000.0,8450000.0,720000.0,4571320.34,4619491.14,9170000.0,9170000.0,4000000.0,2015,2015.0,2.0
330,4615,1,2015-08-07,300.0,未参评,644359.3,0.0,0.0,644359.3,7398330.1,7398330.1,644359.3,644359.3,3000000.0,2015,2015.0,2.0
331,2255,1,2011-10-16,200.0,未参评,333000.0,0.0,0.0,333000.0,1032325.9,1032325.9,333000.0,333000.0,2000000.0,2011,2011.0,6.0
332,2088,1,2010-06-01,300.0,未参评,520000.0,0.0,480000.0,40000.0,4570897.81,4570897.81,520000.0,520000.0,3000000.0,2010,2010.0,7.0
333,5231,1,2016年10月25日,800.0,--,8000000.0,0.0,0.0,8000000.0,7856018.22,7856018.22,8000000.0,8000000.0,8000000.0,2016,2016.0,1.0
334,4353,1,2015年03月05日,200.0,未参评,0.0,0.0,0.0,0.0,1642893.52,2000909.52,0.0,0.0,2000000.0,2015,2015.0,2.0
335,3107,1,2012-12-11,218.0,未参评,20319510.0,0.0,0.0,20319510.0,7794763.93,7794763.93,20319510.0,20319510.0,2180000.0,2012,2012.0,5.0
336,3154,0,2012-10-25,406.0,未参评,1214000.0,0.0,1214000.0,0.0,4078174.02,4358974.02,1214000.0,1214000.0,4060000.0,2012,2012.0,5.0
