,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end
904,3423,公募基金会,2007-08-20,400.00,5A,"27,951,425.69","17,694,630.00","45,584,344.34","61,711.35","48,921,867.55","51,046,281.55"
905,2228,非公募基金会,1993-05-30,210.00,--,0.00,0.00,0.00,0.00,"2,389,844.36","2,389,844.36"
906,1071,非公募基金会,2011-11-21,200.00,3A,0.00,0.00,0.00,0.00,"4,826,372.19","4,908,235.19"
907,2297,非公募基金会,2004-09-14,200.00,未参评,"200,000.00",0.00,0.00,"200,000.00","2,122,089.35","2,122,089.35"
908,4705,非公募基金会,2015年09月24日,370.0,未参评,3905988.0,0.0,0.0,3905988.0,5670724.91,5670724.91
909,4193,非公募基金会,2014-12-11,200.00,未参评,"3,450,000.00",0.00,"2,050,000.00","1,400,000.00","5,250,590.19","5,250,590.19"
910,100,,2012年12月05日,350万元,未参评,3486212.0,0.0,2350000.0,1136212.0,9662469.94,9731079.94
911,100,非公募基金会,2012年12月05日,350.0,,3486212.0,0.0,2350000.0,1136212.0,9662469.94,9731079.94
912,248,公募基金会,1997-05-26,"1,000.00",4A,"11,750,000.00","7,161,200.00","9,750,000.00","9,161,200.00","150,519,538.81","151,042,744.68"
913,2132,公募基金会,2006-09-28,503.00,未参评,"14,592,919.99","28,513,608.18",0.00,"43,106,528.17","23,711,912.54","23,786,374.24"
914,3091,非公募基金会,2012-06-07,200.00,4A,"1,670,626.00","150,000.00","1,370,626.00","450,000.00","5,273,395.05","5,273,395.05"
915,3168,公募基金会,2009-11-19,400.00,未参评,0.00,0.00,0.00,0.00,"5,667,331.33","5,667,331.33"
916,1047,公募基金会,2008-03-24,460.00,3A,"2,172,000.00",0.00,0.00,"2,172,000.00","12,009,078.60","12,009,078.60"
917,5343,非公募基金会,2016-08-17,200.00,--,"146,173.70",0.00,0.00,"146,173.70","2,007,030.45","2,007,030.45"
918,3217,公募基金会,2011-04-20,400.00,--,"200,000.00",0.00,"200,000.00",0.00,"4,796,525.61","4,796,525.61"
919,4077,非公募基金会,2014年10月21日,200.0,未参评,0.0,0.0,0.0,584000.0,2597643.98,2598643.98
920,3672,非公募基金会,2014-01-21,"1,100.00",未参评,"21,000,671.00","1,000,000.00",0.00,"22,000,671.00","7,462,910.19","7,505,240.69"
921,2079,非公募基金会,2013-01-21,200.00,未参评,"5,056,356.10",0.00,0.00,"5,056,356.10","2,103,192.31","2,103,192.31"
922,1062,公募基金会,2004-12-01,600.00,3A,"63,357.69",0.00,0.00,"63,357.69","97,767,155.00","97,767,155.00"
923,3098,公募基金会,2013-04-24,400.00,未参评,"1,577,142.85",0.00,0.00,"1,577,142.85","5,294,310.30","7,511,941.85"
924,2956,公募基金会,2005-02-23,664.00,3A,"7,794,624.30","168,000.00","5,920,000.00","2,042,624.30","50,980,817.78","50,980,817.78"
925,4998,非公募基金会,2016-03-18,200.00,--,"1,970,390.77",0.00,0.00,"1,970,390.77","5,707,005.93","5,845,060.93"
926,2254,公募基金会,1989-02-10,400.00,未参评,"2,620,000.00",0.00,"2,620,000.00",0.00,"32,759,638.07","32,759,638.07"
927,4052,非公募基金会,2014年09月22日,200.0,未参评,0.0,0.0,0.0,160000.0,2070842.43,2102842.43
928,1329,公募基金会,2013-11-21,400.00,未参评,"3,771,732.17","3,095,560.00","1,746,126.41","5,121,165.76","12,985,562.26","13,158,843.96"
929,4869,非公募基金会,2015-12-03,200.00,未参评,"20,000.00","150,000.00",0.00,"170,000.00","1,976,253.12","2,006,753.12"
930,3549,公募基金会,2013-08-20,400.00,未参评,"2,100,000.00",0.00,0.00,"2,100,000.00","19,403,341.64","19,403,341.64"
931,2227,非公募基金会,2012-09-26,"3,000.00",未参评,"3,192,877.14",0.00,0.00,"3,192,877.14","30,341,307.16","30,488,418.28"
932,326,公募基金会,1988-07-14,400.00,5A,"4,319,700.00","21,416.00","4,307,900.00","33,216.00","40,863,474.27","40,863,474.27"
933,254,公募基金会,1989-10-27,800.00,未参评,"12,120,000.00",0.00,"7,920,000.00","4,200,000.00","18,489,807.66","18,494,028.50"
934,856,非公募基金会,2007-05-11,"10,000.00",4A,"22,192,532.58",0.00,"2,162,532.44","20,030,000.14","116,468,799.84","118,227,520.51"
935,4274,非公募基金会,2016年01月19日,200.0,--,0.0,0.0,0.0,5252080.0,5129162.07,5129832.07
936,4348,非公募基金会,2015-02-15,200.00,未参评,"1,638,383.02","1,229,240.00","348,540.00","2,519,083.02","3,579,484.43","3,579,784.43"
937,2714,公募基金会,2011-03-16,400.00,未参评,"9,947.73",0.00,0.00,"9,947.73",0.00,0.00
938,2095,非公募基金会,2011-11-18,200.00,未参评,"192,000.00",0.00,0.00,"192,000.00","2,005,556.48","2,005,556.48"
939,4867,非公募基金会,2015-12-09,200.00,--,"3,450,000.00",0.00,"3,430,000.00","20,000.00","265,514.83","265,514.83"
940,344,公募基金会,2010-05-24,400.00,未参评,0.00,0.00,0.00,0.00,"38,935,002.08","38,935,002.08"
941,2711,公募基金会,1992-04-24,400.00,未参评,"100,000.00",0.00,0.00,"100,000.00","16,987,561.56","16,987,561.56"
942,5466,公募基金会,2016-12-21,"4,000.00",--,0.00,0.00,0.00,0.00,"40,036,510.43","40,036,510.43"
943,86,公募基金会,1992年11月28日,3000.0,4A,67675412.76,0.0,30893136.0,36782276.76,369849293.05,384763304.05
944,5965,公募基金会,2016-02-01,400.00,--,"466,268.24",0.00,"466,268.24",0.00,"1,435,241.49","1,441,241.49"
945,5113,非公募基金会,2016-05-25,200.00,--,"1,000,000.00",0.00,"700,000.00","300,000.00","2,966,352.02","2,966,352.02"
946,1648,公募基金会,1990-05-07,400.00,3A,"573,385.59",0.00,0.00,"573,385.59","5,656,311.59","5,701,311.59"
947,1716,公募基金会,2013-12-18,400.00,未参评,"231,128.09",0.00,"108,969.59","122,158.50","4,709,794.39","4,711,144.39"
948,216,公募基金会,2005-12-07,800.00,4A,"14,671,515.00",0.00,0.00,"14,671,515.00","75,708,457.27","77,364,787.68"
949,1359,公募基金会,2012-06-11,500.00,未参评,0.00,0.00,0.00,0.00,"4,011,957.24","4,011,957.24"
950,328,公募基金会,2013-11-21,400.00,未参评,0.00,0.00,0.00,0.00,"4,241,642.84","5,808,728.04"
951,3455,公募基金会,2009-05-22,400.00,5A,"22,050,427.50",0.00,"22,037,290.50","13,137.00","23,224,280.68","23,284,664.39"
952,3998,非公募基金会,2014-09-01,200.00,未参评,0.00,0.00,0.00,0.00,"1,624,833.74","1,624,833.74"
953,2487,非公募基金会,1989-12-01,210.00,4A,"1,009,833.62",0.00,"1,009,833.62",0.00,"5,015,093.06","5,034,243.06"
954,2985,公募基金会,2010-06-13,400.00,5A,"6,156,221.96",0.00,"6,056,216.96","100,005.00","7,155,012.91","7,355,257.33"
955,965,非公募基金会,2010-08-11,200.00,4A,"1,219,762.00",0.00,"1,179,762.00","40,000.00","9,466,528.86","9,472,009.86"
956,206,公募基金会,2006-12-18,"1,500.00",1A,"187,873,807.01","23,881,949.97","211,755,756.98",0.00,"108,814,260.49","113,000,305.66"
957,3228,非公募基金会,2013-02-27,"2,100.00",未参评,"10,736,000.00","13,959,000.00","13,959,000.00","10,736,000.00","21,708,078.26","21,807,777.95"
958,282,非公募基金会,2011-03-29,"2,000.00",3A,"42,673,635.33","10,177,760.00","41,841,255.03","11,010,140.30","77,997,544.50","78,124,791.49"
959,1626,非公募基金会,2012-12-24,200.00,未参评,"5,184,248.30","11,616.50","4,705,391.01","490,473.79","2,872,222.02","2,872,262.02"
960,2093,非公募基金会,2006-01-20,200.00,未参评,0.00,0.00,0.00,0.00,"1,785,951.42","1,785,951.42"
961,1075,非公募基金会,2012-08-16,200.00,3A,"40,000.00",0.00,"40,000.00",0.00,"2,183,790.57","2,184,190.57"
962,3728,非公募基金会,2014年03月27日,200.0,未参评,0.0,0.0,0.0,0.0,984765.36,984765.36
963,4671,非公募基金会,2015年09月07日,306.0,未参评,3978605.0,0.0,3158605.0,820000.0,5864323.38,5864323.38
964,1164,非公募基金会,发起人,400.00,未参评,"163,672,989.43",0.00,"163,634,989.43","38,000.00","287,247,273.44","287,277,273.44"
965,4633,非公募基金会,2015年08月17日,100.0,未参评,0.0,1057180.17,1013547.73,43632.44,1411593.95,5529266.8
966,3317,非公募基金会,2012-05-09,200.00,未参评,"245,000.00",0.00,"245,000.00",0.00,"4,999,273.59","4,999,273.59"
967,2266,非公募基金会,2013-05-13,200.00,未参评,0.00,0.00,0.00,0.00,"1,835,592.56","1,835,592.56"
968,4661,非公募基金会,2015-08-10,200.00,未参评,0.00,"180,648.00",0.00,"180,648.00","2,016,751.62","2,016,751.62"
969,3073,公募基金会,2008-05-28,400.00,未参评,0.00,0.00,0.00,0.00,"12,488,796.84","12,488,796.84"
970,9,公募基金会,2004-09-03,400.00,未参评,"50,000.00",0.00,"50,000.00",0.00,"397,741.07","10,397,741.07"
971,1678,公募基金会,1989-07-12,437.00,未参评,0.00,0.00,0.00,0.00,"2,927,788.77","3,867,057.13"
972,2705,公募基金会,2008-05-20,400.00,4A,800.00,0.00,0.00,800.00,"4,931,499.20","5,778,599.20"
973,5000,非公募基金会,2016年05月31日,200.0,--,0.0,0.0,0.0,2000000.0,1910840.89,1910840.89
974,1090,非公募基金会,2002-12-29,200.00,未参评,0.00,0.00,0.00,0.00,"8,680,370.91","8,680,370.91"
975,5197,非公募基金会,2016年09月12日,200.0,--,2000000.0,0.0,0.0,2000000.0,1996175.56,1996175.56
976,1063,公募基金会,1997-01-01,400.00,3A,0.00,0.00,0.00,0.00,"5,932,854.12","6,182,854.12"
977,2046,非公募基金会,2008-03-19,300.00,5A,0.00,0.00,0.00,0.00,"14,561,653.06","14,561,653.06"
978,3290,非公募基金会,2005-06-14,"2,000.00",4A,"7,008,974.00",0.00,"6,973,000.00","35,974.00","100,428,927.75","100,429,088.78"
979,4197,非公募基金会,2014-12-17,"5,000.00",未参评,0.00,0.00,0.00,0.00,"42,709,097.81","42,709,097.81"
980,3581,非公募基金会,2013-09-09,200.00,未参评,"599,576.52",0.00,0.00,"599,576.52","2,660,368.13","2,660,368.13"
981,2751,非公募基金会,2010-04-20,200.00,未参评,"21,892,734.78",0.00,"21,892,734.78",0.00,"46,539,538.31","89,709,158.74"
982,2769,,--,--,--,"2,000.00",0.00,0.00,"2,000.00","3,275,414.51","3,278,982.11"
983,2769,非公募基金会,2008-08-26,200.00,,"2,000.00",0.00,0.00,"2,000.00","3,275,414.51","3,278,982.11"
984,2740,非公募基金会,2006-07-19,200.00,3A,"3,036,370.49",0.00,0.00,"3,036,370.49","5,967,180.97","5,977,180.97"
985,1320,公募基金会,2012-12-06,400.00,未参评,"3,245,000.00",0.00,"3,000,000.00","245,000.00","3,256,766.38","6,583,826.38"
986,3191,非公募基金会,2010-07-27,"17,600.00",未参评,0.00,0.00,0.00,0.00,"131,985,789.56","138,998,014.56"
987,1037,非公募基金会,2012-08-07,"5,000.00",未参评,"935,166.00",0.00,"309,166.00","626,000.00","125,152,298.43","125,156,464.43"
988,3904,非公募基金会,2014-07-11,"5,000.00",未参评,"63,062,278.26",0.00,"30,809,212.96","32,253,065.30","66,329,238.69","66,342,736.47"
989,2818,非公募基金会,2007-06-13,200.00,3A,"610,000.00",0.00,0.00,"610,000.00","5,647,206.45","5,647,206.45"
990,4384,非公募基金会,2015-03-18,400.00,未参评,"186,800.00",0.00,0.00,"186,800.00","7,114,988.29","7,114,988.29"
991,3026,非公募基金会,2012-02-23,200.00,未参评,"4,716,260.00",0.00,"3,714,815.00","1,001,445.00","16,866,990.05","16,866,990.05"
992,4908,非公募基金会,2015-12-25,"2,500.00",--,"25,100,000.00",0.00,0.00,"25,100,000.00","22,523,953.38","22,523,976.81"
993,3661,,2014年01月16日,200万元,未参评,"1,350,000.00",0.00,0.00,"1,350,000.00","5,479,109.42","5,485,733.95"
994,3881,非公募基金会,2014年07月03日,200.0,未参评,1067248.0,0.0,1064208.0,3040.0,3206292.48,3209559.48
995,2323,非公募基金会,2012-07-04,400.00,未参评,"2,586,163.75",0.00,"160,000.00","2,426,163.75","9,177,119.15","9,177,119.15"
996,3543,非公募基金会,2013年08月06日,500.0,未参评,1562442.23,0.0,1562442.23,0.0,6844279.97,6843576.47
997,4993,非公募基金会,2016-01-20,200.00,--,"901,000.00",0.00,0.00,"901,000.00","2,671,470.99","2,672,492.99"
998,207,公募基金会,1981-07-28,800.00,5A,"350,035,704.96","77,375,227.86","419,655,073.95","7,755,858.87","471,543,113.62","495,509,090.82"
999,236,公募基金会,1989-03-13,"1,000.00",5A,"432,758,611.20","38,409,242.28","471,023,853.48","144,000.00","1,122,117,330.75","2,731,513,922.31"
1000,3211,公募基金会,2011-12-02,500.00,3A,0.00,0.00,0.00,0.00,"3,388,738.23","3,388,738.23"
1001,4851,非公募基金会,2015年12月09日,505.0,未参评,394174.76,0.0,0.0,394174.76,5046118.34,5152940.86
1002,141,非公募基金会,2012年09月29日,200.0,未参评,2517673.6,0.0,0.0,2517673.6,2282612.27,2285658.47
1003,3277,公募基金会,2006-04-01,408.00,未参评,"458,000.00",0.00,0.00,"458,000.00","6,356,570.47","6,361,385.12"
1004,2060,非公募基金会,2009-09-27,200.00,未参评,"2,100,410.50","1,773,920.00",0.00,"3,874,330.50","3,609,840.91","3,655,202.41"
1005,375,非公募基金会,2009-12-04,400.00,4A,"900,000.00",0.00,0.00,"900,000.00","6,102,273.35","6,102,273.35"
1006,1817,公募基金会,1994-12-01,600.00,未参评,0.00,0.00,0.00,0.00,"6,677,241.80","6,677,241.80"
1007,313,非公募基金会,2013-06-05,410.00,未参评,"1,242,500.00",0.00,"830,000.00","412,500.00","5,471,345.17","5,475,845.17"
1008,3256,非公募基金会,2012-10-23,200.00,--,0.00,0.00,0.00,0.00,"3,786,479.25","3,786,479.25"
1009,3889,非公募基金会,2014-07-04,200.00,未参评,"3,073,774.50",0.00,0.00,"3,073,774.50","2,283,367.43","2,383,367.43"
1010,2085,非公募基金会,2011-06-10,"2,000.00",4A,"1,964,340.11",0.00,"1,964,238.90",101.21,"40,648,576.33","40,654,576.33"
1011,1166,非公募基金会,2010-10-28,200.00,未参评,"10,249,770.17",0.00,"8,642,105.47","1,607,664.70","18,549,603.69","18,552,773.69"
1012,268,公募基金会,发起人,800.00,4A,"79,258,370.42","16,930,000.00","89,545,707.42","6,642,663.00","198,550,107.64","227,826,523.63"
1013,3917,非公募基金会,2014-07-15,200.00,未参评,"1,200,000.00",0.00,0.00,"1,200,000.00","4,407,811.07","4,407,811.07"
1014,2969,非公募基金会,2013-06-05,"10,000.00",未参评,"5,016,000.00",0.00,0.00,"5,016,000.00","59,381,915.76","100,141,968.85"
1015,5799,非公募基金会,2011-09-13,200.00,--,700.00,0.00,0.00,"450,700.00","2,055,031.47","2,060,531.47"
1016,431,非公募基金会,2009-08-31,200.00,3A,"2,000,000.00",0.00,0.00,"2,000,000.00","2,057,231.53","2,210,735.03"
1017,30,非公募基金会,1992年07月07日,200.0,未参评,0.0,0.0,0.0,0.0,2052411.36,2117078.9
1018,2287,公募基金会,2007-06-29,400.00,5A,"47,275,830.57",0.00,"45,625,257.40","1,650,573.17","113,019,918.04","113,056,178.98"
1019,4277,非公募基金会,2015-01-15,200.00,未参评,"500,000.00",0.00,0.00,"500,000.00","2,011,863.34","2,012,431.42"
1020,260,公募基金会,1999-04-28,"5,000.00",3A,"17,143,055.24","16,348,151.00","22,349,093.64","11,142,112.60","128,269,360.16","128,420,179.51"
1021,2837,非公募基金会,2004-04-28,200.00,未参评,0.00,0.00,0.00,0.00,"2,071,983.82","2,071,983.82"
1022,2683,公募基金会,2004-02-26,400.00,4A,"3,910,000.00",0.00,0.00,"3,910,000.00","7,418,766.42","7,428,766.42"
1023,3196,非公募基金会,2008-08-12,450.00,3A,0.00,0.00,0.00,0.00,"6,512,115.97","6,517,162.33"
1024,3773,非公募基金会,2014-04-22,200.00,未参评,0.00,0.00,0.00,0.00,"1,953,426.20","1,953,426.20"
1025,3403,公募基金会,2005-08-22,400.00,5A,"3,998,150.99",0.00,"3,998,150.99",0.00,"17,055,024.90","17,055,024.90"
1026,5067,非公募基金会,2016年08月01日,200.0,--,0.0,0.0,8742156.48,2000000.0,10107353.9,10107353.9
1027,5066,非公募基金会,2016年07月29日,200.0,--,0.0,0.0,0.0,2000000.0,2188005.37,2187185.37
1028,63,公募基金会,2006年05月17日,1000.0,4A,15026381.78,5000.0,15004470.54,26911.24,20206478.5,23842401.51
1029,5290,非公募基金会,2016-09-18,300.00,--,0.00,0.00,0.00,0.00,"3,005,816.79","3,006,558.29"
1030,122,公募基金会,1993年01月08日,3090.0,未参评,0.0,0.0,0.0,0.0,36714355.33,37801955.33
1031,119,非公募基金会,2010年02月09日,800.0,未参评,3259031.1,0.0,2981505.66,277525.44,28823308.86,28823308.86
1032,3629,非公募基金会,2014-11-20,200.00,未参评,0.00,0.00,0.00,0.00,"10,234,352.82","10,234,352.99"
1033,4853,非公募基金会,2015-11-27,"2,500.00",--,"2,370,000.00",0.00,"370,000.00","2,000,000.00","31,070,542.15","31,070,542.15"
1034,1807,公募基金会,2003-08-05,"1,580.00",4A,0.00,0.00,0.00,0.00,"17,972,988.07","17,972,988.07"
1035,5081,非公募基金会,2016年08月09日,200.0,--,2180010.66,0.0,0.0,2179206.7,2144270.72,2144270.72
1036,887,公募基金会,2011-07-10,400.00,3A,0.00,0.00,0.00,0.00,"14,176,814.16","14,176,814.16"
1037,314,非公募基金会,2012-05-28,200.00,未参评,"81,000.00",0.00,0.00,"81,000.00","2,588,345.10","2,588,345.10"
1038,2965,公募基金会,2011-08-08,400.00,3A,"1,293,928.67","206,880.00","1,493,808.18","7,000.49","5,873,333.86","5,873,333.86"
1039,5476,非公募基金会,2016-02-05,200.00,--,"426,228.74",0.00,"106,228.74","320,000.00","1,516,164.25","1,516,164.25"
1040,4322,非公募基金会,2015-01-16,200.00,未参评,0.00,0.00,0.00,0.00,"2,004,221.09","2,004,221.09"
1041,4123,非公募基金会,2014-06-11,200.00,--,"3,330.00",0.00,"3,330.00",0.00,"1,197,903.20","1,197,903.20"
1042,917,非公募基金会,2013-10-09,500.00,未参评,0.00,0.00,0.00,0.00,"3,252,491.17","3,812,391.17"
1043,4366,非公募基金会,2015-03-09,500.00,未参评,"13,157,004.58",0.00,"13,155,304.58","1,700.00","19,167,865.68","19,218,865.68"
1044,3031,非公募基金会,2011-07-15,200.00,3A,"495,185.33",0.00,0.00,"495,185.33","5,182,091.89","5,182,091.89"
1045,2972,公募基金会,2009-03-18,400.00,4A,"6,031,289.90",0.00,"6,031,289.90",0.00,"6,347,225.91","10,813,342.91"
1046,2162,公募基金会,2008-02-02,400.00,未参评,"2,224,723.37","30,000.00","2,254,723.37",0.00,"4,576,814.66","4,577,172.97"
1047,4555,非公募基金会,2015年07月10日,220.0,未参评,0.0,0.0,0.0,0.0,2407430.8,2414780.88
1048,959,公募基金会,2011-03-31,400.00,3A,"889,720.00",0.00,0.00,"889,720.00","9,736,904.81","9,736,904.81"
1049,139,非公募基金会,2012年09月29日,200.0,未参评,0.0,0.0,100000.0,288500.0,3191814.79,5191814.79
1050,230,公募基金会,1988-12-25,"1,000.00",5A,"274,123,381.24","173,155,153.91","428,729,527.65","18,549,007.50","545,964,935.08","557,169,855.67"
1051,1630,非公募基金会,2012-04-06,200.00,未参评,0.00,0.00,0.00,0.00,"1,934,366.29","10,788,663.00"
1052,210,公募基金会,2003-01-07,800.00,3A,"23,966,017.40",0.00,"22,166,017.40","1,800,000.00","230,335,597.74","230,335,597.74"
1053,2205,非公募基金会,2012-04-16,200.00,未参评,"4,385.00","133,000.00",0.00,"137,385.00","341,446.18","341,446.33"
1054,3298,非公募基金会,2012-07-31,"2,000.00",未参评,"4,705,000.00","4,930,778.40","8,398,900.00","1,236,878.40","33,409,449.78","34,515,363.41"
1055,3634,公募基金会,2014-05-18,400.00,未参评,"13,529,900.00",0.00,"13,416,100.00","113,800.00","22,165,139.21","22,395,210.81"
1056,3405,公募基金会,2005-11-05,400.00,3A,"6,730,821.80","2,496,000.00",0.00,"9,226,821.80","44,185,589.92","44,185,589.92"
1057,5195,非公募基金会,2016年09月12日,200.0,--,2000000.0,0.0,0.0,2000000.0,2197527.22,4178523.63
1058,2321,非公募基金会,2006-05-30,200.00,未参评,0.00,0.00,0.00,0.00,"1,926,905.57","2,079,586.63"
1059,1163,非公募基金会,2010-11-29,200.00,未参评,"2,000,000.00",0.00,0.00,"2,000,000.00","2,578,068.90","2,578,068.90"
1060,2153,公募基金会,2005-08-15,400.00,未参评,"1,100,000.00",0.00,0.00,"1,100,000.00","24,883,449.84","26,233,449.84"
1061,5013,非公募基金会,2016-05-23,200.00,--,"1,500,000.00",0.00,0.00,"1,500,000.00","2,622,592.79","3,008,327.79"
1062,873,非公募基金会,2012-08-06,220.00,未参评,"41,600.00",0.00,0.00,"41,600.00","3,408,887.71","3,408,887.71"
1063,4225,非公募基金会,2014-12-24,200.00,未参评,"69,880.00",0.00,0.00,"69,880.00","2,062,414.37","2,085,201.37"
1064,956,公募基金会,2012-03-13,400.00,未参评,0.00,"1,536,438.60",0.00,"1,536,438.60","4,259,926.02","4,259,926.02"
1065,2268,非公募基金会,1995-06-19,210.00,未参评,0.00,0.00,0.00,0.00,"2,372,811.83","2,376,411.83"
1066,1640,非公募基金会,2009-07-22,300.00,未参评,"20,000,000.00",0.00,0.00,"20,000,000.00","24,103,083.12","34,103,083.12"
1067,4849,非公募基金会,2015年12月09日,200.0,未参评,2506446.3,0.0,0.0,2506446.3,3715495.14,3720495.14
1068,2870,公募基金会,1989-02-01,400.00,未参评,"277,500.00",0.00,"277,500.00",0.00,"24,187,504.06","24,187,504.06"
1069,5176,非公募基金会,发起人,200.00,--,0.00,"2,080,150.86","35,150.85","2,045,000.01","2,002,254.82","2,002,254.82"
1070,3167,非公募基金会,2008-11-27,200.00,未参评,"500,000.00",0.00,"500,000.00",0.00,"524,355.18","524,355.18"
1071,1824,非公募基金会,1995-06-12,200.00,4A,"628,382.00",0.00,0.00,"628,382.00","2,351,055.70","2,395,223.03"
1072,3021,非公募基金会,2011-09-01,200.00,未参评,0.00,0.00,0.00,0.00,"4,274,884.11","4,274,884.11"
1073,2700,非公募基金会,2010-01-14,200.00,3A,0.00,0.00,0.00,0.00,"4,519,445.73","4,519,445.73"
1074,2697,公募基金会,2011-06-16,"1,000.00",3A,"5,800,000.00",0.00,0.00,"5,800,000.00","21,948,488.70","21,948,488.70"
1075,1796,公募基金会,2009-12-15,400.00,未参评,"3,201,665.10",0.00,0.00,"3,201,665.10","8,487,442.13","8,487,542.13"
1076,1729,公募基金会,2010-05-13,400.00,未参评,"1,312,620.00",0.00,"1,109,000.00","203,620.00","11,562,222.84","11,665,324.53"
1077,22,非公募基金会,2006年09月05日,200.0,未参评,0.0,27693.05,0.0,27693.05,71306840.47,71873154.17
1078,437,非公募基金会,2008-10-08,200.00,4A,0.00,0.00,0.00,0.00,"2,495,168.36","2,495,168.36"
1079,5952,非公募基金会,2007-01-15,200.00,--,"14,061,996.50",0.00,0.00,"14,061,996.50","15,263,846.50","15,263,846.50"
1080,4984,非公募基金会,2016年05月21日,300.0,--,3000000.0,0.0,0.0,3000000.0,2997285.8,2997285.8
1081,374,非公募基金会,2012-06-01,400.00,未参评,"2,300,000.00",0.00,0.00,"2,300,000.00","4,302,415.73","4,302,415.73"
1082,2845,非公募基金会,2008-07-02,200.00,--,0.00,0.00,0.00,0.00,"101,781.14","101,781.14"
1083,1633,非公募基金会,2008-06-27,200.00,未参评,0.00,0.00,0.00,0.00,"6,136,822.09","6,136,822.09"
1084,28,非公募基金会,2011年05月03日,3000.0,未参评,8441120.0,0.0,0.0,8441120.0,33377193.73,33596225.82
1085,1823,非公募基金会,2012-09-04,200.00,未参评,0.00,0.00,0.00,0.00,"2,044,559.59","2,045,059.59"
1086,80,公募基金会,1993年01月04日,400.0,未参评,14111319.56,11674944.43,13276210.21,12510053.78,25671976.08,25679853.25
1087,4578,非公募基金会,2015年07月21日,2000.0,未参评,11581903.14,0.0,60603.14,11521300.0,21522479.84,21532479.84
1088,1104,非公募基金会,2013-02-07,200.00,未参评,0.00,0.00,0.00,0.00,"6,074,975.70","6,074,975.70"
1089,2715,非公募基金会,2012-11-11,220.00,未参评,0.00,0.00,0.00,0.00,"1,601,661.51","1,601,661.51"
1090,3268,,2001年06月16日,300万元,未参评,"800,000.00",0.00,0.00,"800,000.00","-478,755.20","4,385,872.70"
1091,3268,公募基金会,2001-06-16,400.00,,"800,000.00",0.00,0.00,"800,000.00","-478,755.20","4,385,872.70"
1092,4850,非公募基金会,2015年12月09日,500.0,未参评,300000.0,0.0,0.0,300000.0,5055130.83,5062517.83
1093,3186,公募基金会,2008-11-27,400.00,3A,"50,000.00",0.00,0.00,"50,000.00","9,110,647.34","9,110,647.34"
1094,1813,非公募基金会,2012-05-11,"1,000.00",未参评,"413,008.00",0.00,0.00,"413,008.00","10,750,567.29","10,775,276.29"
1095,2484,非公募基金会,2004-07-07,200.00,未参评,"220,000.00",0.00,0.00,"220,000.00","2,425,991.95","2,425,991.95"
1096,1798,非公募基金会,1998-03-24,"2,000.00",2A,"939,968.00","3,020,000.00",0.00,"3,959,968.00","21,164,589.23","22,093,104.89"
1097,1052,公募基金会,1993-05-04,500.00,未参评,0.00,0.00,0.00,0.00,"24,937,300.01","24,937,300.01"
1098,4670,非公募基金会,2015年09月07日,200.0,未参评,2589000.0,0.0,2280000.0,309000.0,4061252.65,4275102.65
1099,4640,非公募基金会,2015-08-19,"5,000.00",未参评,"20,000,000.00",0.00,0.00,"20,000,000.00","62,033,622.73","62,077,951.97"
1100,3332,公募基金会,1994-01-03,400.00,3A,0.00,0.00,0.00,0.00,"4,393,088.40","5,801,304.57"
1101,2745,非公募基金会,2010-07-01,"20,000.00",5A,"443,867,000.00",0.00,"40,067,000.00","403,800,000.00","777,132,159.19","777,132,159.19"
1102,2103,非公募基金会,2012-09-04,600.00,未参评,0.00,0.00,0.00,0.00,"5,397,206.47","5,397,206.47"
1103,2259,非公募基金会,2013-08-30,200.00,未参评,0.00,"1,681,589.41","1,681,589.41",0.00,"8,355,210.94","8,355,210.94"
1104,2209,非公募基金会,2006-10-16,200.00,未参评,"216,050.00","1,230,519.10","1,230,519.10","216,050.00","2,534,424.70","2,534,424.70"
1105,140,非公募基金会,2013年07月15日,200.0,未参评,1819388.43,0.0,1819388.43,0.0,5236866.92,5236980.92
1106,3132,公募基金会,2011-12-09,415.04,未参评,0.00,0.00,0.00,0.00,"4,209,847.26","4,209,847.26"
1107,2841,非公募基金会,2012-09-04,"20,000.00",未参评,"17,578,998.50",0.00,0.00,"17,578,998.50","217,631,500.54","217,632,420.54"
1108,2146,公募基金会,2005-12-08,400.00,未参评,0.00,0.00,0.00,0.00,"19,121,958.50","19,128,738.50"
1109,2986,公募基金会,2012-03-30,450.00,未参评,"106,000.00",0.00,"106,000.00",0.00,"8,754,795.60","8,754,795.60"
1110,2839,非公募基金会,2013-12-09,200.00,未参评,"200,000.00","9,600.00",0.00,"209,600.00","2,005,851.63","4,028,933.33"
1111,324,非公募基金会,2013-10-31,200.00,未参评,"136,650.00",0.00,0.00,"136,650.00","2,024,678.58","2,024,678.58"
1112,181,公募基金会,2011-10-25,800.00,3A,"31,679,614.00",0.00,"27,676,614.00","4,003,000.00","52,302,573.07","52,304,613.07"
1113,377,公募基金会,2012-04-06,400.00,未参评,"50,000.00",0.00,0.00,"50,000.00","4,382,027.57","4,397,027.57"
1114,2932,公募基金会,2006-08-22,400.00,未参评,"7,720,810.00",0.00,0.00,"7,720,810.00","9,615,101.10","9,615,101.10"
